booking_id,user_id,place_of_visit,duration_of_visit,start_date,end_date,overall_budget
1790,825,Singapore,7,2025-03-04,2025-03-11,INR 90438
1791,507,Singapore,14,2025-08-01,2025-08-15,INR 47302
1792,945,Jaipur,3,2024-02-18,2024-02-21,INR 99993
1793,125,London,9,2024-12-03,2024-12-12,INR 59400
1794,391,Leh,11,2024-01-29,2024-02-09,INR 22283
1795,205,Rome,3,2024-05-25,2024-05-28,INR 58894
1796,2,Goa,3,2024-05-12,2024-05-15,INR 51190
1797,387,Singapore,14,2024-06-23,2024-07-07,INR 48280
1798,839,Rishikesh,3,2024-12-10,2024-12-13,INR 31201
1799,787,New York,9,2023-09-25,2023-10-04,INR 78637
1800,176,Tokyo,9,2024-02-21,2024-03-01,INR 28384
1801,315,Paris,11,2023-12-12,2023-12-23,INR 32624
1802,601,Shimla,14,2023-08-26,2023-09-09,INR 45878
1803,670,Goa,11,2024-02-13,2024-02-24,INR 133849
1804,463,Dubai,9,2024-01-13,2024-01-22,INR 98761
1805,433,Bali,8,2025-01-16,2025-01-24,INR 39949
1806,356,Goa,8,2023-12-09,2023-12-17,INR 60378
1807,135,Varanasi,12,2025-08-01,2025-08-13,INR 36319
1808,468,Rome,11,2025-07-18,2025-07-29,INR 134279
1809,488,Dubai,12,2024-03-01,2024-03-13,INR 48464
1810,118,Agra,14,2024-01-24,2024-02-07,INR 92552
1811,438,Kerala,13,2025-04-21,2025-05-04,INR 75886
1812,233,Rishikesh,3,2025-02-10,2025-02-13,INR 41356
1813,953,Paris,8,2025-02-24,2025-03-04,INR 12415
1814,413,Paris,14,2024-11-27,2024-12-11,INR 47137
1815,797,Kerala,15,2023-08-14,2023-08-29,INR 31171
1816,457,Rome,2,2023-11-10,2023-11-12,INR 133305
1817,619,Bali,14,2024-11-13,2024-11-27,INR 134647
1818,112,Sydney,5,2025-05-15,2025-05-20,INR 114495
1819,151,Tokyo,15,2024-05-19,2024-06-03,INR 125921
1820,910,Tokyo,14,2025-05-05,2025-05-19,INR 148313
1821,991,New York,4,2024-09-07,2024-09-11,INR 119289
1822,488,Jaipur,6,2023-10-28,2023-11-03,INR 104167
1823,502,Tokyo,4,2024-10-29,2024-11-02,INR 115968
1824,580,Agra,12,2025-03-16,2025-03-28,INR 51181
1825,196,Goa,8,2024-02-27,2024-03-06,INR 79278
1826,983,London,15,2023-09-18,2023-10-03,INR 96558
1827,990,New York,5,2024-05-19,2024-05-24,INR 5895
1828,849,Mysore,11,2025-06-27,2025-07-08,INR 118803
1829,185,Mysore,13,2023-11-09,2023-11-22,INR 105931
1830,362,Singapore,10,2024-06-21,2024-07-01,INR 124407
1831,524,Kerala,2,2025-05-22,2025-05-24,INR 136596
1832,190,Singapore,3,2023-09-29,2023-10-02,INR 72724
1833,179,Mysore,8,2024-03-24,2024-04-01,INR 68422
1834,934,Kerala,7,2024-09-24,2024-10-01,INR 135379
1835,546,Jaipur,2,2023-08-13,2023-08-15,INR 149498
1836,580,Paris,15,2025-04-24,2025-05-09,INR 63933
1837,396,Singapore,4,2024-09-22,2024-09-26,INR 104275
1838,626,Manali,11,2023-09-28,2023-10-09,INR 89435
1839,27,Kerala,14,2025-06-02,2025-06-16,INR 73420
1840,911,Varanasi,3,2024-05-23,2024-05-26,INR 135148
1841,769,Sydney,15,2024-05-30,2024-06-14,INR 75795
1842,540,Leh,7,2024-02-10,2024-02-17,INR 6029
1843,433,Mysore,11,2025-05-04,2025-05-15,INR 73422
1844,244,Kerala,9,2025-02-12,2025-02-21,INR 27998
1845,595,London,15,2024-12-12,2024-12-27,INR 40789
1846,911,Goa,3,2024-05-12,2024-05-15,INR 16241
1847,67,Jaipur,3,2024-06-18,2024-06-21,INR 40904
1848,751,Mysore,14,2024-10-17,2024-10-31,INR 102415
1849,105,New York,5,2024-02-03,2024-02-08,INR 86277
1850,758,Shimla,4,2024-11-11,2024-11-15,INR 57339
1851,158,Agra,7,2023-12-31,2024-01-07,INR 126066
1852,333,Kerala,2,2024-12-24,2024-12-26,INR 144152
1853,267,Rome,10,2023-09-30,2023-10-10,INR 38100
1854,721,Rishikesh,11,2025-06-23,2025-07-04,INR 46517
1855,517,Shimla,12,2025-07-06,2025-07-18,INR 145131
1856,706,Goa,11,2025-08-07,2025-08-18,INR 113729
1857,440,Manali,13,2023-09-25,2023-10-08,INR 33713
1858,55,Rishikesh,11,2024-02-25,2024-03-07,INR 97734
1859,786,Leh,10,2024-10-04,2024-10-14,INR 110436
1860,683,Shimla,7,2023-11-05,2023-11-12,INR 101690
1861,796,Sydney,13,2024-09-27,2024-10-10,INR 21621
1862,197,Singapore,4,2024-04-25,2024-04-29,INR 24484
1863,475,Rishikesh,15,2024-11-10,2024-11-25,INR 149117
1864,825,Goa,6,2024-08-28,2024-09-03,INR 41018
1865,807,Leh,8,2025-03-30,2025-04-07,INR 33484
1866,113,Kerala,13,2024-06-07,2024-06-20,INR 25810
1867,412,Dubai,9,2025-04-16,2025-04-25,INR 126297
1868,164,Paris,5,2025-02-17,2025-02-22,INR 59973
1869,163,Rishikesh,12,2025-05-17,2025-05-29,INR 109137
1870,837,Rishikesh,10,2024-07-10,2024-07-20,INR 89343
1871,880,Shimla,10,2025-02-26,2025-03-08,INR 13657
1872,840,Mysore,11,2024-10-07,2024-10-18,INR 122959
1873,810,Bangkok,14,2024-03-07,2024-03-21,INR 29080
1874,440,Manali,15,2024-06-27,2024-07-12,INR 129132
1875,505,Varanasi,5,2023-12-03,2023-12-08,INR 125105
1876,884,Leh,13,2024-04-08,2024-04-21,INR 53740
1877,678,Bali,7,2024-12-24,2024-12-31,INR 75777
1878,538,Kerala,5,2023-10-25,2023-10-30,INR 13971
1879,551,Rome,3,2025-02-08,2025-02-11,INR 110699
1880,831,Rishikesh,4,2024-10-19,2024-10-23,INR 96847
1881,928,Shimla,3,2024-07-20,2024-07-23,INR 101195
1882,431,New York,15,2024-06-09,2024-06-24,INR 139658
1883,827,Paris,12,2024-03-14,2024-03-26,INR 39576
1884,958,Paris,11,2025-03-31,2025-04-11,INR 148786
1885,573,Sydney,11,2025-05-10,2025-05-21,INR 99563
1886,150,London,4,2024-05-21,2024-05-25,INR 86441
1887,939,New York,2,2024-07-29,2024-07-31,INR 104628
1888,857,Mysore,8,2024-03-08,2024-03-16,INR 103271
1889,73,Agra,13,2023-10-23,2023-11-05,INR 117295
1890,403,Goa,8,2024-03-13,2024-03-21,INR 116784
1891,698,Bangkok,12,2024-02-12,2024-02-24,INR 20836
1892,663,Rishikesh,13,2023-11-19,2023-12-02,INR 103325
1893,996,Mysore,8,2024-11-16,2024-11-24,INR 20009
1894,990,Sydney,10,2025-04-14,2025-04-24,INR 135121
1895,78,Leh,3,2024-10-03,2024-10-06,INR 109370
1896,145,Kerala,2,2024-05-27,2024-05-29,INR 142133
1897,655,Bangkok,5,2023-09-30,2023-10-05,INR 99732
1898,590,Sydney,5,2024-01-14,2024-01-19,INR 92932
1899,708,Manali,12,2024-08-02,2024-08-14,INR 19723
1900,11,Sydney,15,2024-02-14,2024-02-29,INR 85530
1901,217,Jaipur,11,2024-11-18,2024-11-29,INR 17586
1902,758,Tokyo,8,2024-11-11,2024-11-19,INR 55607
1903,781,Shimla,8,2025-07-11,2025-07-19,INR 129382
1904,336,Varanasi,10,2025-05-24,2025-06-03,INR 56588
1905,789,Agra,15,2025-05-05,2025-05-20,INR 79747
1906,902,Mysore,14,2025-01-15,2025-01-29,INR 19069
1907,149,Goa,13,2024-04-11,2024-04-24,INR 109333
1908,635,Paris,11,2024-03-17,2024-03-28,INR 54884
1909,79,Manali,8,2025-01-10,2025-01-18,INR 67559
1910,637,Rishikesh,8,2024-02-01,2024-02-09,INR 35893
1911,836,Bali,15,2024-04-17,2024-05-02,INR 83261
1912,640,New York,5,2024-09-16,2024-09-21,INR 10979
1913,746,Agra,13,2024-01-18,2024-01-31,INR 132074
1914,997,Dubai,13,2025-06-04,2025-06-17,INR 116626
1915,270,Kerala,2,2023-10-22,2023-10-24,INR 42625
1916,290,Agra,9,2025-06-28,2025-07-07,INR 126252
1917,67,New York,3,2024-07-23,2024-07-26,INR 143852
1918,584,Singapore,15,2025-06-14,2025-06-29,INR 148942
1919,624,Manali,11,2025-01-11,2025-01-22,INR 102052
1920,713,Kerala,12,2024-09-05,2024-09-17,INR 40251
1921,482,Mysore,2,2024-11-29,2024-12-01,INR 114881
1922,264,Paris,7,2024-08-05,2024-08-12,INR 42931
1923,84,Goa,15,2025-04-22,2025-05-07,INR 7359
1924,428,Leh,13,2024-08-03,2024-08-16,INR 97809
1925,156,Goa,15,2025-03-05,2025-03-20,INR 38313
1926,210,Dubai,8,2023-12-24,2024-01-01,INR 95274
1927,251,Tokyo,6,2023-10-06,2023-10-12,INR 124591
1928,458,New York,3,2025-07-17,2025-07-20,INR 96828
1929,808,Mysore,12,2024-10-27,2024-11-08,INR 77176
1930,111,Agra,8,2023-12-30,2024-01-07,INR 75128
1931,754,Agra,5,2024-12-07,2024-12-12,INR 127126
1932,695,Tokyo,13,2024-01-29,2024-02-11,INR 93652
1933,444,Varanasi,11,2024-04-24,2024-05-05,INR 87663
1934,711,Singapore,8,2024-02-19,2024-02-27,INR 53192
1935,35,Sydney,11,2023-11-06,2023-11-17,INR 74856
1936,253,Paris,8,2024-01-30,2024-02-07,INR 93378
1937,463,Sydney,12,2025-04-07,2025-04-19,INR 68198
1938,465,Dubai,15,2024-01-28,2024-02-12,INR 108294
1939,753,Mysore,10,2025-02-05,2025-02-15,INR 48759
1940,799,Paris,2,2025-08-09,2025-08-11,INR 96150
1941,448,Singapore,3,2024-01-20,2024-01-23,INR 64047
1942,1000,Kerala,4,2024-04-11,2024-04-15,INR 106729
1943,731,Leh,7,2024-05-27,2024-06-03,INR 91571
1944,891,Tokyo,5,2024-02-29,2024-03-05,INR 45650
1945,527,Agra,11,2024-07-29,2024-08-09,INR 81327
1946,815,Agra,7,2024-04-13,2024-04-20,INR 123921
1947,805,Dubai,5,2024-11-25,2024-11-30,INR 16755
1948,537,Varanasi,10,2025-04-19,2025-04-29,INR 96681
1949,814,New York,5,2025-02-28,2025-03-05,INR 6088
1950,157,Jaipur,11,2024-02-05,2024-02-16,INR 105510
1951,324,Tokyo,9,2023-08-26,2023-09-04,INR 95044
1952,816,Paris,4,2024-04-01,2024-04-05,INR 38610
1953,380,Varanasi,15,2024-04-19,2024-05-04,INR 142745
1954,518,Kerala,3,2024-11-01,2024-11-04,INR 107864
1955,289,Mysore,14,2025-07-22,2025-08-05,INR 79205
1956,940,Jaipur,9,2024-07-16,2024-07-25,INR 40902
1957,980,Varanasi,3,2023-09-08,2023-09-11,INR 114882
1958,429,Tokyo,14,2023-08-20,2023-09-03,INR 67350
1959,934,Bangkok,11,2024-08-24,2024-09-04,INR 106682
1960,770,Rishikesh,7,2024-02-23,2024-03-01,INR 74693
1961,41,Agra,7,2025-06-10,2025-06-17,INR 105289
1962,997,Manali,8,2025-06-19,2025-06-27,INR 30440
1963,981,Leh,3,2024-04-25,2024-04-28,INR 138807
1964,143,Jaipur,15,2024-11-22,2024-12-07,INR 143561
1965,347,Dubai,4,2025-07-24,2025-07-28,INR 69672
1966,119,Shimla,6,2024-04-14,2024-04-20,INR 7258
1967,58,Goa,15,2024-06-20,2024-07-05,INR 27393
1968,102,Singapore,14,2024-07-30,2024-08-13,INR 29690
1969,440,Tokyo,12,2024-07-28,2024-08-09,INR 33041
1970,777,Rome,8,2024-12-20,2024-12-28,INR 107456
1971,96,Manali,10,2023-12-31,2024-01-10,INR 9855
1972,435,Tokyo,4,2024-10-15,2024-10-19,INR 56373
1973,918,London,4,2024-06-03,2024-06-07,INR 57641
1974,101,Manali,8,2024-09-08,2024-09-16,INR 96943
1975,544,Goa,9,2024-04-21,2024-04-30,INR 105721
1976,788,Rome,6,2024-06-29,2024-07-05,INR 81528
1977,204,Kerala,11,2024-09-06,2024-09-17,INR 46456
1978,924,Rishikesh,14,2025-03-11,2025-03-25,INR 33071
1979,599,Manali,14,2025-04-15,2025-04-29,INR 89668
1980,331,Bangkok,15,2025-04-13,2025-04-28,INR 129626
1981,670,Goa,14,2025-01-02,2025-01-16,INR 42709
1982,105,Jaipur,12,2025-05-30,2025-06-11,INR 93567
1983,341,New York,5,2024-12-07,2024-12-12,INR 45036
1984,10,Bangkok,11,2024-07-10,2024-07-21,INR 55621
1985,312,Rome,2,2024-07-07,2024-07-09,INR 107324
1986,319,Leh,3,2025-08-04,2025-08-07,INR 25941
1987,811,Agra,12,2024-12-07,2024-12-19,INR 137441
1988,74,Sydney,2,2025-06-07,2025-06-09,INR 142990
1989,464,Kerala,3,2025-06-23,2025-06-26,INR 68838
1990,694,Rome,7,2025-07-04,2025-07-11,INR 124946
1991,702,Jaipur,11,2023-09-19,2023-09-30,INR 21704
1992,858,Tokyo,12,2025-06-19,2025-07-01,INR 62881
1993,406,Shimla,13,2025-08-01,2025-08-14,INR 20729
1994,823,Tokyo,5,2025-01-28,2025-02-02,INR 51321
1995,587,Rishikesh,14,2024-10-23,2024-11-06,INR 131306
1996,297,New York,11,2024-07-24,2024-08-04,INR 91537
1997,332,London,5,2024-09-02,2024-09-07,INR 114197
1998,234,Mysore,3,2024-11-14,2024-11-17,INR 115645
1999,901,Sydney,7,2025-07-16,2025-07-23,INR 18985
2000,526,Dubai,4,2023-09-19,2023-09-23,INR 76324
2001,580,Dubai,8,2024-02-17,2024-02-25,INR 77098
2002,721,Mysore,13,2025-03-14,2025-03-27,INR 72851
2003,169,Manali,10,2023-11-03,2023-11-13,INR 41861
2004,163,Tokyo,9,2025-08-06,2025-08-15,INR 137946
2005,52,Agra,15,2024-10-25,2024-11-09,INR 128978
2006,554,Rome,5,2024-01-02,2024-01-07,INR 91181
2007,985,Goa,4,2024-02-10,2024-02-14,INR 49686
2008,878,Rome,5,2024-03-30,2024-04-04,INR 62127
2009,754,Paris,9,2024-02-12,2024-02-21,INR 105869
2010,844,Dubai,4,2024-05-27,2024-05-31,INR 49499
2011,55,Bali,11,2025-05-26,2025-06-06,INR 44381
2012,52,Leh,3,2024-07-26,2024-07-29,INR 64327
2013,704,Dubai,4,2023-09-27,2023-10-01,INR 46459
2014,791,Rishikesh,9,2024-10-23,2024-11-01,INR 57767
2015,863,London,8,2025-07-04,2025-07-12,INR 72342
2016,237,Varanasi,14,2024-07-21,2024-08-04,INR 71257
2017,806,Shimla,3,2024-10-24,2024-10-27,INR 82584
2018,566,London,15,2024-12-19,2025-01-03,INR 130862
2019,368,Mysore,5,2025-01-30,2025-02-04,INR 27570
2020,729,Bali,15,2024-12-15,2024-12-30,INR 95738
2021,801,Bangkok,6,2025-07-05,2025-07-11,INR 8327
2022,834,Rome,3,2024-07-01,2024-07-04,INR 80469
2023,574,Dubai,14,2025-04-09,2025-04-23,INR 16792
2024,512,Manali,3,2025-06-05,2025-06-08,INR 64581
2025,910,Paris,11,2024-06-30,2024-07-11,INR 106338
2026,798,Paris,13,2023-09-06,2023-09-19,INR 110788
2027,230,London,10,2023-08-23,2023-09-02,INR 47318
2028,695,Tokyo,14,2025-02-06,2025-02-20,INR 142867
2029,437,Paris,3,2025-06-18,2025-06-21,INR 63634
2030,868,Jaipur,15,2024-09-02,2024-09-17,INR 52130
2031,209,Shimla,11,2024-02-20,2024-03-02,INR 45994
2032,731,Jaipur,7,2024-03-11,2024-03-18,INR 125203
2033,56,Jaipur,2,2024-09-14,2024-09-16,INR 121378
2034,206,Tokyo,10,2023-12-04,2023-12-14,INR 13908
2035,78,London,10,2024-04-05,2024-04-15,INR 24447
2036,339,Agra,9,2024-04-29,2024-05-08,INR 26305
2037,873,Paris,8,2024-11-15,2024-11-23,INR 70674
2038,717,Leh,10,2025-06-01,2025-06-11,INR 113692
2039,342,Goa,11,2024-08-07,2024-08-18,INR 87845
2040,412,Bali,5,2025-03-21,2025-03-26,INR 75041
2041,214,New York,13,2023-08-18,2023-08-31,INR 143498
2042,883,Agra,10,2025-01-06,2025-01-16,INR 117911
2043,107,Jaipur,15,2024-01-19,2024-02-03,INR 47149
2044,330,Tokyo,9,2025-05-29,2025-06-07,INR 13890
2045,800,Singapore,10,2025-06-25,2025-07-05,INR 31062
2046,272,London,13,2024-02-24,2024-03-08,INR 20240
2047,664,Shimla,11,2023-11-12,2023-11-23,INR 46093
2048,900,Paris,4,2024-06-19,2024-06-23,INR 51016
2049,72,Paris,2,2024-08-14,2024-08-16,INR 112387
2050,108,Leh,6,2024-10-13,2024-10-19,INR 134709
2051,704,Mysore,6,2024-04-20,2024-04-26,INR 61388
2052,570,Agra,4,2024-09-20,2024-09-24,INR 72011
2053,969,Bangkok,7,2024-03-16,2024-03-23,INR 136484
2054,183,Bali,11,2025-07-21,2025-08-01,INR 63670
2055,498,Rishikesh,2,2024-11-24,2024-11-26,INR 65674
2056,617,Rome,8,2024-06-22,2024-06-30,INR 39773
2057,899,Dubai,5,2024-10-26,2024-10-31,INR 45176
2058,897,Mysore,6,2025-05-01,2025-05-07,INR 7417
2059,221,Bali,11,2024-05-28,2024-06-08,INR 36636
2060,133,Bali,8,2024-12-12,2024-12-20,INR 127281
2061,515,Paris,4,2023-10-24,2023-10-28,INR 80351
2062,942,Rishikesh,7,2024-01-14,2024-01-21,INR 49221
2063,503,London,7,2025-01-06,2025-01-13,INR 25446
2064,896,Agra,14,2024-01-27,2024-02-10,INR 77636
2065,654,Bali,8,2025-01-05,2025-01-13,INR 77923
2066,17,Dubai,15,2023-11-11,2023-11-26,INR 106061
2067,19,Paris,14,2024-08-27,2024-09-10,INR 47521
2068,31,London,14,2024-07-24,2024-08-07,INR 25473
2069,431,Varanasi,2,2025-05-05,2025-05-07,INR 140171
2070,851,Varanasi,7,2025-07-31,2025-08-07,INR 85003
2071,890,Bali,5,2024-06-03,2024-06-08,INR 129292
2072,926,Dubai,11,2025-01-15,2025-01-26,INR 38432
2073,430,Goa,11,2025-03-15,2025-03-26,INR 107513
2074,809,Sydney,9,2024-06-02,2024-06-11,INR 93873
2075,708,Mysore,6,2025-05-02,2025-05-08,INR 36994
2076,384,London,11,2024-09-10,2024-09-21,INR 50156
2077,154,Manali,12,2025-05-15,2025-05-27,INR 37021
2078,7,Sydney,8,2024-06-26,2024-07-04,INR 110112
2079,989,Bali,15,2024-01-24,2024-02-08,INR 18756
2080,632,Kerala,10,2024-08-26,2024-09-05,INR 6057
2081,77,Dubai,7,2025-02-04,2025-02-11,INR 16930
2082,785,Dubai,9,2024-07-07,2024-07-16,INR 73021
2083,191,Shimla,12,2024-06-03,2024-06-15,INR 144207
2084,453,Shimla,7,2024-07-13,2024-07-20,INR 58152
2085,132,Varanasi,12,2023-08-22,2023-09-03,INR 51299
2086,870,Dubai,2,2023-08-15,2023-08-17,INR 52941
2087,976,New York,10,2024-11-02,2024-11-12,INR 46318
2088,617,Sydney,9,2024-10-15,2024-10-24,INR 10778
2089,744,Tokyo,4,2024-06-05,2024-06-09,INR 78354
2090,728,Shimla,14,2024-01-05,2024-01-19,INR 35170
2091,842,Sydney,12,2025-04-08,2025-04-20,INR 96807
2092,787,Kerala,11,2023-09-09,2023-09-20,INR 110576
2093,425,Goa,4,2025-03-09,2025-03-13,INR 51885
2094,245,Bangkok,6,2025-04-21,2025-04-27,INR 100653
2095,839,Dubai,14,2024-02-07,2024-02-21,INR 62743
2096,17,Singapore,8,2024-06-26,2024-07-04,INR 9824
2097,101,Sydney,7,2024-07-25,2024-08-01,INR 8052
2098,309,Manali,13,2025-07-18,2025-07-31,INR 17671
2099,127,Singapore,2,2025-05-24,2025-05-26,INR 5995
2100,352,New York,3,2023-09-30,2023-10-03,INR 67893
2101,206,Agra,3,2023-12-05,2023-12-08,INR 28407
2102,685,Kerala,15,2024-08-11,2024-08-26,INR 94730
2103,330,Sydney,10,2024-03-07,2024-03-17,INR 70573
2104,586,Shimla,2,2024-06-16,2024-06-18,INR 6302
2105,214,Kerala,14,2024-08-02,2024-08-16,INR 107000
2106,46,London,6,2023-09-10,2023-09-16,INR 54048
2107,139,London,2,2023-11-25,2023-11-27,INR 105060
2108,131,Paris,7,2025-03-23,2025-03-30,INR 145267
2109,56,London,8,2024-05-12,2024-05-20,INR 11632
2110,465,Jaipur,6,2023-12-03,2023-12-09,INR 31551
2111,928,New York,15,2025-06-06,2025-06-21,INR 99230
2112,373,Manali,14,2023-08-13,2023-08-27,INR 96343
2113,930,Jaipur,9,2025-02-05,2025-02-14,INR 136327
2114,965,London,3,2024-07-31,2024-08-03,INR 96291
2115,188,Jaipur,11,2024-12-15,2024-12-26,INR 40128
2116,810,Bangkok,2,2025-01-28,2025-01-30,INR 53258
2117,369,New York,3,2024-05-27,2024-05-30,INR 49728
2118,384,Goa,5,2024-08-15,2024-08-20,INR 34791
2119,516,Goa,11,2025-02-01,2025-02-12,INR 114416
2120,873,Kerala,14,2024-01-11,2024-01-25,INR 30314
2121,790,Sydney,15,2024-02-02,2024-02-17,INR 74579
2122,233,Paris,8,2023-11-16,2023-11-24,INR 73167
2123,382,Bali,6,2025-05-10,2025-05-16,INR 20946
2124,561,Rishikesh,2,2024-03-25,2024-03-27,INR 66752
2125,303,Agra,13,2024-07-19,2024-08-01,INR 109933
2126,726,Goa,11,2024-01-28,2024-02-08,INR 123822
2127,509,Dubai,9,2023-10-20,2023-10-29,INR 82967
2128,114,Tokyo,11,2023-10-07,2023-10-18,INR 73504
2129,149,London,12,2025-01-24,2025-02-05,INR 15313
2130,684,Dubai,4,2024-08-25,2024-08-29,INR 89107
2131,571,Mysore,5,2024-06-17,2024-06-22,INR 28790
2132,43,Bangkok,14,2024-07-21,2024-08-04,INR 77373
2133,700,Shimla,4,2023-08-25,2023-08-29,INR 22320
2134,670,Rome,3,2024-01-26,2024-01-29,INR 28524
2135,290,Agra,2,2023-11-17,2023-11-19,INR 90087
2136,936,Bali,11,2024-07-05,2024-07-16,INR 149976
2137,125,Rishikesh,11,2024-06-11,2024-06-22,INR 138631
2138,521,Varanasi,14,2024-01-14,2024-01-28,INR 59667
2139,251,Agra,8,2024-07-26,2024-08-03,INR 22531
2140,888,Rome,11,2025-03-09,2025-03-20,INR 50748
2141,132,Sydney,3,2024-08-06,2024-08-09,INR 22529
2142,941,Varanasi,13,2025-03-29,2025-04-11,INR 93308
2143,353,Varanasi,8,2024-11-30,2024-12-08,INR 110580
2144,484,Singapore,3,2024-01-09,2024-01-12,INR 13148
2145,31,Jaipur,9,2025-05-19,2025-05-28,INR 114972
2146,510,Varanasi,3,2023-10-04,2023-10-07,INR 80789
2147,373,Manali,6,2025-06-10,2025-06-16,INR 5800
2148,174,Leh,6,2024-01-07,2024-01-13,INR 93303
2149,614,Jaipur,6,2023-11-28,2023-12-04,INR 60599
2150,592,Manali,8,2023-08-20,2023-08-28,INR 147732
2151,106,Jaipur,11,2024-12-12,2024-12-23,INR 78481
2152,512,London,8,2024-04-11,2024-04-19,INR 93365
2153,70,Manali,6,2023-12-11,2023-12-17,INR 115763
2154,386,Dubai,11,2024-01-19,2024-01-30,INR 74481
2155,439,Mysore,4,2024-02-05,2024-02-09,INR 13328
2156,134,Bali,3,2025-07-08,2025-07-11,INR 54661
2157,156,Jaipur,11,2023-11-25,2023-12-06,INR 14347
2158,259,Rome,9,2024-09-27,2024-10-06,INR 49836
2159,999,London,11,2023-12-09,2023-12-20,INR 53411
2160,953,Bali,12,2025-05-27,2025-06-08,INR 38603
2161,666,Kerala,4,2024-11-19,2024-11-23,INR 133583
2162,356,Mysore,3,2024-02-02,2024-02-05,INR 95661
2163,512,Manali,5,2024-02-26,2024-03-02,INR 68387
2164,231,Shimla,8,2024-04-09,2024-04-17,INR 134292
2165,835,Varanasi,11,2023-11-08,2023-11-19,INR 62213
2166,438,Agra,8,2024-01-11,2024-01-19,INR 134555
2167,384,Manali,2,2024-09-09,2024-09-11,INR 45415
2168,826,Varanasi,6,2024-10-26,2024-11-01,INR 101377
2169,708,Mysore,5,2025-06-30,2025-07-05,INR 124935
2170,147,Jaipur,5,2024-02-11,2024-02-16,INR 33297
2171,697,Tokyo,11,2025-05-22,2025-06-02,INR 111808
2172,498,Varanasi,4,2023-08-29,2023-09-02,INR 139484
2173,494,New York,3,2024-01-10,2024-01-13,INR 109917
2174,133,Bali,13,2023-08-27,2023-09-09,INR 115292
2175,843,Bali,6,2024-12-19,2024-12-25,INR 48971
2176,147,Agra,5,2025-01-01,2025-01-06,INR 43814
2177,679,Jaipur,15,2024-07-06,2024-07-21,INR 31709
2178,325,Paris,11,2025-06-23,2025-07-04,INR 20633
2179,237,New York,8,2024-01-26,2024-02-03,INR 117165
2180,845,Bali,11,2024-07-11,2024-07-22,INR 31740
2181,547,Singapore,13,2025-05-26,2025-06-08,INR 145902
2182,193,Kerala,11,2025-01-26,2025-02-06,INR 70558
2183,72,Kerala,3,2025-04-19,2025-04-22,INR 127361
2184,822,Rishikesh,2,2024-02-12,2024-02-14,INR 34562
2185,149,Jaipur,11,2024-11-23,2024-12-04,INR 110092
2186,389,New York,11,2023-10-05,2023-10-16,INR 99264
2187,978,Sydney,10,2024-10-02,2024-10-12,INR 68510
2188,663,New York,13,2025-07-18,2025-07-31,INR 68416
2189,357,Paris,8,2024-06-15,2024-06-23,INR 94969
2190,153,Leh,12,2024-01-29,2024-02-10,INR 64225
2191,752,New York,11,2024-04-20,2024-05-01,INR 51012
2192,224,New York,7,2024-07-21,2024-07-28,INR 39984
2193,972,Varanasi,13,2023-12-26,2024-01-08,INR 139648
2194,145,Agra,13,2025-07-15,2025-07-28,INR 134080
2195,348,Leh,8,2024-12-02,2024-12-10,INR 129044
2196,408,Rome,11,2024-03-25,2024-04-05,INR 90311
2197,157,Shimla,6,2025-02-17,2025-02-23,INR 141868
2198,749,Bangkok,12,2024-01-28,2024-02-09,INR 120622
2199,138,Dubai,9,2025-06-27,2025-07-06,INR 34838
2200,740,Shimla,5,2025-02-24,2025-03-01,INR 131695
2201,731,Tokyo,10,2025-04-30,2025-05-10,INR 65670
2202,109,Rome,4,2024-07-09,2024-07-13,INR 147688
2203,991,Paris,13,2025-06-05,2025-06-18,INR 76771
2204,86,Singapore,14,2024-08-27,2024-09-10,INR 26741
2205,866,New York,14,2025-05-08,2025-05-22,INR 63825
2206,690,Manali,15,2024-06-09,2024-06-24,INR 78149
2207,191,Varanasi,6,2023-11-27,2023-12-03,INR 32367
2208,725,Goa,7,2024-06-12,2024-06-19,INR 97240
2209,397,Jaipur,15,2025-05-05,2025-05-20,INR 121040
2210,788,Manali,15,2024-03-04,2024-03-19,INR 74642
2211,706,Jaipur,9,2024-10-20,2024-10-29,INR 120310
2212,788,Tokyo,2,2024-03-12,2024-03-14,INR 84695
2213,229,Bali,11,2025-03-29,2025-04-09,INR 31109
2214,456,London,7,2025-06-03,2025-06-10,INR 72988
2215,363,Sydney,2,2024-01-18,2024-01-20,INR 34476
2216,666,London,4,2023-11-14,2023-11-18,INR 25619
2217,141,Leh,14,2025-03-09,2025-03-23,INR 43293
2218,220,Tokyo,11,2023-09-09,2023-09-20,INR 17834
2219,690,London,8,2024-08-05,2024-08-13,INR 82695
2220,361,Shimla,2,2023-12-08,2023-12-10,INR 59318
2221,895,Kerala,11,2023-10-29,2023-11-09,INR 147619
2222,440,Manali,11,2025-05-04,2025-05-15,INR 43493
2223,490,Singapore,7,2023-10-08,2023-10-15,INR 135595
2224,381,Jaipur,14,2025-01-21,2025-02-04,INR 17476
2225,169,Kerala,8,2023-09-05,2023-09-13,INR 74933
2226,991,Bangkok,13,2024-08-26,2024-09-08,INR 81322
2227,925,Dubai,14,2024-07-25,2024-08-08,INR 12807
2228,248,Paris,5,2023-11-15,2023-11-20,INR 6237
2229,82,Singapore,3,2025-02-17,2025-02-20,INR 118738
2230,385,New York,12,2024-10-03,2024-10-15,INR 84638
